Molecule,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA4,EState_VSA5,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_OH,fr_Ar_OH,fr_C_O,fr_C_O_noCOO,fr_Imine,fr_NH0,fr_NH1,fr_aldehyde,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_phenol,fr_phenol_noOrthoHbond,fr_sulfide,fr_term_acetylene
5-ST,13.450707858275948,-4.720528746220712,13.450707858275948,1.685145664779278,0.6752816754894739,308.42099999999954,284.229,308.1776300080007,120,0.17786019478665369,-0.2948620787037943,0.2948620787037943,0.17786019478665369,1.0869565217391304,2.0,2.782608695652174,9.137434772901779e-16,-0.2459744229551808,-6.326815347793503e-17,-2.8322286347066754,-1.2325951644078267e-32,-2.748710708759237,6.432169854641592e-17,-1.0495880586579351,37.27350269189626,35.316496580927726,11.316496580927726,20.47286142901403,18.408248290463863,6.408248290463863,5.158248290463863,5.158248290463863,3.8291241452319316,3.8291241452319316,2.6786086270779395,2.6786086270779395,-1.7,3.762507876496535,4.65586697781527,1.8696641172248216,171.29869277702272,0.0,0.0,11.566489892729878,0.0,0.0,0.0,9.589074368143644,0.0,0.0,36.15431641554091,68.66064723277542,36.874393506027744,6.853792780851101,42.48727971622894,11.566489892729878,0.0,0.0,22.617896309519715,46.04737595720455,0.0,46.97967232038563,0.0,34.14,127.2114344798398,12.330591480484083,0.0,0.0,0.0,0.0,30.156688235744834,206.20183370395085,0.0,26.28289875699209,0.0,-14.56922608549593,-13.639479393545503,-9.520939530196836,-17.634497197026974,-12.703923588011113,0.0,0.5238095238095238,23,0,2,4,0,4,0,0,2,0,2,4,1,0,1,4,4.339700000000004,90.73900000000003,0,0,2,2,0,0,0,0,0,8,0,0,0,5,0,0,0,2,1,0,0,0,0,0
Etonogestrel,13.137868588338224,-5.285346395502647,13.137868588338224,1.1394304352186748,0.5834905102158031,324.4639999999995,296.24,324.2089301360008,128,0.21221320391288956,-0.37701029217955345,0.37701029217955345,0.21221320391288956,1.2916666666666667,2.25,3.0416666666666665,2.2599467884387814e-16,-0.24771001513187924,-2.3323977755080246e-16,-2.904313593459681,-2.059382382936037e-17,-2.843222830649957,-2.8515983901062007e-18,-1.1042417249931684,41.50807168950777,39.816496580927726,11.816496580927726,22.624097093292207,20.566496580927726,6.658248290463863,5.260310363079829,5.260310363079829,4.04471725415588,4.04471725415588,2.8916241452319307,2.8916241452319307,-1.33,3.695780351247674,5.332033430414121,1.9122447381812997,184.38133025859784,5.1088081911072125,6.9718093671539085,5.783244946364939,1.4311996572326342,0.0,0.0,4.794537184071822,0.0,6.399401534821945,30.44957445829173,74.23837679679353,43.31536216264124,4.1122756685106605,46.913826391775004,5.783244946364939,1.4311996572326342,0.0,28.990821210849095,63.43634213891439,0.0,23.72931976817597,12.319835853677588,37.3,121.93972806430443,13.019088521093142,0.0,6.399401534821945,5.920434318855644,5.1088081911072125,30.21712933680725,246.4649264234464,0.0,13.137868588338224,4.4087509963364475,-14.380800395775594,-21.199381356511598,-2.072722857157607,-36.859367672095644,-6.91594039324739,0.0,0.6818181818181818,24,1,2,4,0,4,0,0,2,1,2,3,3,0,3,4,4.048700000000004,95.01580000000004,1,0,1,1,0,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,0,0,0,1
Androstenedione,13.941007311875365,-5.300587679516254,13.941007311875365,2.1873256015369114,0.6719379087230692,286.41499999999945,260.20699999999994,286.19328007200073,114,0.15519729043722882,-0.2990872112439102,0.2990872112439102,0.15519729043722882,0.8571428571428571,1.619047619047619,2.4285714285714284,2.6903239359146853e-17,-0.24598667947704536,-2.0824026170548036e-16,-2.9375541704434434,-1.5494545769079048e-16,-2.865527830481836,-6.649532252037513e-17,-1.1404096077995902,37.809401076758505,36.316496580927726,10.316496580927726,20.09209314720961,18.908248290463863,5.908248290463863,4.783248290463863,4.783248290463863,3.5561862178478973,3.5561862178478973,2.4286086270779395,2.4286086270779395,-0.9200000000000002,3.034669089735235,4.301117858908269,1.7083866703268475,163.44755864511788,0.0,5.783244946364939,5.783244946364939,0.0,0.0,0.0,9.589074368143644,0.0,0.0,19.276888764660626,67.38648467949784,52.42980417631108,1.3707585561702202,45.228796828569386,11.566489892729878,0.0,0.0,28.511853994882795,64.68718344522638,0.0,11.625176276104835,0.0,34.14,116.39070360894392,13.701350036654302,0.0,0.0,0.0,0.0,31.527446791915054,225.5412748625366,0.0,27.04386491868454,0.0,-12.272997291509201,-20.904526302805078,-2.1873256015369114,-38.32768859704379,-9.475935321659527,0.0,0.7894736842105263,21,0,2,4,0,4,0,0,2,0,2,2,3,0,3,4,4.087400000000003,81.71700000000006,0,0,2,2,0,0,0,0,0,1,0,0,0,5,0,0,0,2,1,0,0,0,0,0
Levonorgestrel,13.076155940316053,-5.346840513983374,13.076155940316053,1.1100818902451297,0.7460501574652694,312.45299999999946,284.229,312.2089301360008,124,0.21221293552118367,-0.3770227702903542,0.3770227702903542,0.21221293552118367,1.173913043478261,2.0869565217391304,2.9130434782608696,1.64926913542531e-16,-0.24769960358985904,-2.0060434484860966e-16,-2.934354642667275,-1.3435455230583618e-16,-2.8687000923053523,-7.228472170387751e-17,-1.1447053967244505,40.85337115112852,39.316496580927726,11.316496580927726,22.058712952389996,20.316496580927726,6.408248290463863,5.010310363079829,5.010310363079829,3.8572172541558802,3.8572172541558802,2.6728741452319307,2.6728741452319307,-1.07,3.429045915046158,5.214170225517998,1.9555471707233982,178.70599117638548,5.1088081911072125,6.9718093671539085,5.783244946364939,1.4311996572326342,0.0,0.0,4.794537184071822,0.0,6.399401534821945,18.34543096622059,80.61130169812292,46.05687927498169,1.3707585561702202,46.913826391775004,5.783244946364939,1.4311996572326342,0.0,28.990821210849095,69.80926704024377,0.0,11.625176276104835,12.319835853677588,37.3,116.20850947356267,13.019088521093142,0.0,6.399401534821945,5.920434318855644,5.1088081911072125,30.21712933680725,246.12523837230015,0.0,13.076155940316053,4.352382893539773,-12.096800017846647,-21.718927369361182,-2.1051869539074177,-42.52863590716746,-4.604226957873242,0.0,0.7619047619047619,23,1,2,4,0,4,0,0,2,1,2,3,3,0,3,4,3.8826000000000027,90.49280000000005,1,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,1
Exemestane,13.946374152284369,-4.992717309145884,13.946374152284369,1.804573333963215,0.6760895538895387,296.4099999999995,272.21799999999996,296.1776300080007,116,0.17816734974132967,-0.29908720957095675,0.29908720957095675,0.17816734974132967,1.0909090909090908,2.0,2.772727272727273,8.0227592011652495e-16,-0.2459771740383603,-1.3283539096518243e-16,-2.9024466808514506,-8.277264553282969e-17,-2.8379539671487586,7.640377563610394e-17,-1.1145589771637392,36.61880215351701,34.816496580927726,10.816496580927726,19.984827557301447,18.158248290463863,6.158248290463863,5.033248290463863,5.033248290463863,3.7436862178478973,3.7436862178478973,2.6161086270779395,2.6161086270779395,-1.4400000000000002,3.477579918527063,4.305387329379492,1.6133092239891278,165.6233536948104,0.0,5.783244946364939,5.783244946364939,0.0,0.0,0.0,9.589074368143644,0.0,0.0,31.859999472698064,60.85082068354714,43.24731840735714,6.853792780851101,42.48727971622894,11.566489892729878,0.0,0.0,28.5118539948828,45.56840874123825,0.0,35.8334632602471,0.0,34.14,121.48021588909805,13.701350036654302,0.0,0.0,0.0,0.0,28.785929679574615,207.86655430687608,0.0,26.873896819562177,0.0,-12.977897494646008,-19.452029675296053,-5.644858591584783,-23.356586855421195,-10.975745176156883,0.0,0.6,22,0,2,4,0,4,0,0,2,0,2,2,3,0,3,4,4.029500000000003,86.14600000000004,0,0,2,2,0,0,0,0,0,5,0,0,0,5,0,0,0,2,1,0,0,0,0,0
17a-Hydroxyprogesterone,14.03977924841245,-5.644693405139838,14.03977924841245,2.302749936426208,0.7945777931739687,330.46799999999945,300.228,330.2194948200008,132,0.21152913211053712,-0.3815060503343688,0.3815060503343688,0.21152913211053712,1.0833333333333333,1.9583333333333333,2.7083333333333335,9.81457907968653e-17,-0.24598786659915786,-1.0650240005480173e-16,-2.9455909145340624,-1.0998092989670497e-16,-2.8817131448594018,-8.548058556870117e-17,-1.1430758629606321,43.51650785794505,41.72474487139159,11.72474487139159,23.15275331898943,21.52062072615966,6.612372435695795,5.4644345083117605,5.4644345083117605,4.1259459934385125,4.1259459934385125,2.780670699693905,2.780670699693905,-0.9600000000000002,3.563767819559904,5.030468577405891,1.880066273261145,186.67822888490562,5.1088081911072125,5.601050810983688,11.566489892729878,1.4311996572326342,0.0,0.0,9.589074368143644,0.0,0.0,19.276888764660626,80.6113016981229,50.16915494349236,1.3707585561702202,54.449880688187285,11.566489892729878,1.4311996572326342,0.0,28.5118539948828,77.14012637350575,0.0,11.625176276104835,0.0,54.370000000000005,128.8436465372233,19.184384261335182,0.0,0.0,0.0,5.1088081911072125,31.58788789297747,262.793463739338,0.0,27.309128679733554,4.162388680576811,-18.530233397371298,-22.379708037740148,-2.302749936426208,-40.972449347348146,-14.663173714095882,0.0,0.8095238095238095,24,1,3,4,0,4,0,0,3,1,3,5,3,0,3,4,3.8384000000000027,92.34080000000006,1,0,2,2,0,0,0,0,0,1,0,0,0,5,0,0,0,2,1,0,0,0,0,0
Tetrahydrodeoxycorticosterone,14.139091163762636,-5.9113833380574485,14.139091163762636,3.192702152186504,0.81152402890799,334.4999999999994,300.228,334.25079494800093,136,0.2106753711690518,-0.3931197276586114,0.3931197276586114,0.2106753711690518,0.8333333333333334,1.5416666666666667,2.3333333333333335,-3.6840026112312344e-16,-0.24599306674168828,-2.974517708823229e-16,-2.9990831439445964,-1.4588062450479856e-16,-2.9284616021964354,-2.5031502040442207e-16,-1.1971812248188733,46.99156383156272,45.72474487139159,11.72474487139159,24.77602088193889,23.428869016623523,6.612372435695795,5.260310363079829,5.260310363079829,3.921821848206581,3.921821848206581,2.729639663385922,2.729639663385922,-0.41,3.279128967583737,5.805053618207007,2.2635374570556017,193.7070958280406,10.217616382214425,6.558985242916289,5.783244946364939,2.8623993144652684,0.0,0.0,4.794537184071822,0.0,0.0,13.703784234591359,91.7621357922103,45.645955814299484,10.192293695460648,58.87642736373334,5.783244946364939,2.8623993144652684,0.0,40.299769365608945,77.14012637350575,6.558985242916289,0.0,0.0,57.53,129.78212592839597,19.87288130194424,0.0,0.0,0.0,10.217616382214425,31.648328994039886,300.95301268449646,0.0,14.139091163762636,7.4546897814648805,-11.4645385723734,-31.755217873197914,0.0,-53.46330092395872,-15.1970695935273,0.0,0.9523809523809523,24,2,3,4,0,4,0,0,3,2,3,6,4,0,4,4,3.5676000000000028,93.31660000000005,2,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0
5a-Androstane-3a_17b-diol,9.821641156462585,-5.722852891156462,9.821641156462585,3.892116433350199,0.7136218532564216,292.46299999999934,260.20699999999994,292.2402302640009,120,0.21047383687284335,-0.3931197276586114,0.3931197276586114,0.21047383687284335,0.6190476190476191,1.2380952380952381,2.0476190476190474,-6.489377521668325e-16,-0.2459930649635553,-3.1974353283809326e-16,-2.998221035876977,-2.491329200296052e-16,-2.9296719999819025,-3.9580541403897316e-16,-1.197659618794937,42.91421356237309,42.316496580927726,10.316496580927726,22.62132034355964,21.72474487139159,5.908248290463863,4.783248290463863,4.783248290463863,3.5561862178478973,3.5561862178478973,2.42860862707794,2.42860862707794,-0.08,2.654642376908767,4.707452375494995,1.9068135893287756,174.00574849886797,10.217616382214425,0.0,0.0,2.8623993144652684,0.0,0.0,0.0,0.0,0.0,13.703784234591359,91.76213579221029,38.38123957276617,14.901553166240415,51.34037306732107,0.0,2.8623993144652684,0.0,34.405811680245876,83.22014440045574,0.0,0.0,0.0,40.46,117.62595608070163,8.224551337021321,0.0,0.0,0.0,10.217616382214425,35.76060466255055,282.4459779994987,0.0,0.0,7.930674600246433,-10.897370205026458,-22.255307303476954,0.0,-56.33994256299861,-10.134032528243162,0.0,1.0,21,2,2,4,0,4,0,0,2,2,2,4,4,0,4,4,3.7509000000000037,83.74060000000006,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
21-hydroxy-pregnanolone,14.139091163762632,-5.911383338057445,14.139091163762632,3.192702152186503,0.81152402890799,334.4999999999994,300.228,334.25079494800093,136,0.2106753711690518,-0.3931197276586114,0.3931197276586114,0.2106753711690518,0.8333333333333334,1.5416666666666667,2.3333333333333335,-2.2485635923206347e-16,-0.2459930667416873,-2.8240454471787335e-16,-2.999083143944609,-2.881328898245325e-16,-2.9284616021964287,-1.6325289437282744e-16,-1.197181224818874,46.99156383156272,45.72474487139159,11.72474487139159,24.77602088193889,23.428869016623523,6.612372435695795,5.260310363079829,5.260310363079829,3.921821848206581,3.921821848206581,2.729639663385922,2.729639663385922,-0.41,3.279128967583737,5.805053618207007,2.2635374570556017,193.70709582804056,10.217616382214425,6.558985242916289,5.783244946364939,2.8623993144652684,0.0,0.0,4.794537184071822,0.0,0.0,13.703784234591359,91.76213579221029,45.645955814299484,10.192293695460648,58.87642736373334,5.783244946364939,2.8623993144652684,0.0,40.299769365608945,77.14012637350575,6.558985242916289,0.0,0.0,57.53,129.78212592839597,19.87288130194424,0.0,0.0,0.0,10.217616382214425,31.648328994039886,300.95301268449646,0.0,14.139091163762632,7.4546897814648805,-11.4645385723734,-31.755217873197903,0.0,-53.46330092395872,-15.197069593527303,0.0,0.9523809523809523,24,2,3,4,0,4,0,0,3,2,3,6,4,0,4,4,3.5676000000000028,93.31660000000005,2,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0
DHEA,13.989908044446734,-5.34400746409675,13.989908044446734,2.400181878306878,0.6868426969908572,288.4309999999994,260.20699999999994,288.2089301360008,116,0.21046072331113358,-0.39279668484713354,0.39279668484713354,0.21046072331113358,1.0,1.8095238095238095,2.619047619047619,-2.1412819862413026e-16,-0.245986707234414,-1.7657810069343915e-16,-2.934044797600368,-2.383710007172699e-16,-2.8652878860000275,-1.257698569588233e-16,-1.1382240876363139,39.43915758875542,38.316496580927726,10.316496580927726,20.99206971646647,19.816496580927726,5.908248290463863,4.783248290463863,4.783248290463863,3.5561862178478973,3.5561862178478973,2.42860862707794,2.42860862707794,-0.6300000000000001,2.8962172706881484,4.439809487732747,1.7756589628303494,166.97688155573303,5.1088081911072125,5.783244946364939,0.0,1.4311996572326342,0.0,0.0,4.794537184071822,0.0,0.0,25.328960510696195,67.70733783479166,46.05687927498169,8.821535139290429,46.913826391775004,5.783244946364939,1.4311996572326342,0.0,28.5118539948828,70.76720147217637,0.0,11.625176276104835,0.0,37.3,116.68747668952896,8.906812852582483,0.0,0.0,0.0,5.1088081911072125,34.32940500531791,243.47148063307176,0.0,13.989908044446734,3.9407958410636974,-12.434409013605443,-18.541208595588785,-2.4309367913832203,-42.9497093622484,-9.54592075575639,0.0,0.8421052631578947,21,1,2,4,0,4,0,0,2,1,2,3,3,0,3,4,3.879200000000003,82.71680000000005,1,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0
Estrone,13.755054787551177,-4.716628283257749,13.755054787551177,1.1953528649113963,0.7778844237760111,270.37199999999973,248.19599999999994,270.1619799440004,106,0.29309232468190016,-0.5079560321952997,0.5079560321952997,0.29309232468190016,1.1,2.0,2.85,8.16852580026902e-16,-0.2437479422801659,-5.577004190568914e-17,-2.8718230516715697,-4.4169204693275164e-17,-2.797285373527267,7.561803505910187e-17,-1.1087452444568573,33.248558665513926,31.816496580927726,9.816496580927726,18.329456686788163,16.566496580927726,5.658248290463863,4.408248290463863,4.408248290463863,3.2436862178478973,3.2436862178478973,2.24110862707794,2.24110862707794,-1.31,3.0640854868103857,4.094792569960965,1.5377621231173344,150.74499214572742,5.1088081911072125,11.532756779648844,0.0,0.0,1.4311996572326342,0.0,4.794537184071822,0.0,0.0,12.894310824958975,72.7582379614567,36.46156938179013,4.1122756685106605,38.689275054753665,5.783244946364939,1.4311996572326342,0.0,17.202905840122938,50.98339921063503,0.0,29.254159106383874,5.749511833283905,37.3,108.9732209367907,8.906812852582483,0.0,0.0,0.0,5.1088081911072125,26.10485366829659,188.25121488171584,0.0,13.755054787551177,4.119831649831649,-7.730123653628118,-17.5077504800895,-4.260077317964224,-26.27320185878403,-4.438281341966182,0.0,0.6111111111111112,20,1,2,3,0,3,1,1,2,1,2,2,2,0,2,4,3.8174000000000032,77.73080000000004,0,1,1,1,0,0,0,0,0,0,0,0,1,5,0,0,0,1,1,0,1,1,0,0
5b-Androstan-11b-ol-3_17-dione,14.079836112685813,-5.656944444444447,14.079836112685813,2.813004508902326,0.7477804090828566,304.42999999999944,276.20599999999996,304.20384475600076,122,0.21046081792137075,-0.3927728216550951,0.3927728216550951,0.21046081792137075,0.8636363636363636,1.6818181818181819,2.4545454545454546,1.247605376384953e-17,-0.24598984798009543,-3.548433809123524e-16,-2.9753439824477916,-1.794596485686156e-16,-2.940894063182996,-1.4050584615250783e-16,-1.1677533814348224,40.3618073195658,38.72474487139159,10.72474487139159,21.370061248538327,20.020620726159656,6.112372435695795,4.987372435695795,4.987372435695795,3.709279326771846,3.709279326771846,2.632732772309871,2.632732772309871,-0.7,3.208989540414363,4.65586697781527,1.7775624365733527,171.82800668796105,5.1088081911072125,11.566489892729878,0.0,1.4311996572326342,0.0,0.0,9.589074368143644,0.0,0.0,13.703784234591359,60.855445717495975,60.1734876338107,7.450776583120208,51.70836357584684,11.566489892729878,1.4311996572326342,0.0,34.40581168024587,70.76720147217637,0.0,0.0,0.0,54.37,116.73950304515215,16.442867148994743,0.0,0.0,0.0,5.1088081911072125,31.58788789297747,244.3029783641533,0.0,27.508160540482642,4.106674461451247,-10.677561374086675,-27.59501116727556,0.0,-45.59572557109266,-9.966181920298988,0.0,0.8947368421052632,22,1,3,4,0,4,0,0,3,1,3,3,4,0,4,4,3.1381000000000014,83.13080000000005,1,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0
11-Deoxycortisol,14.213529248412453,-5.672674910241879,14.213529248412453,2.3135013903594803,0.8061621758945992,346.4669999999995,316.22700000000003,346.2144094400008,138,0.21153163891021715,-0.3884641032467771,0.3884641032467771,0.21153163891021715,1.08,1.96,2.72,2.3255294159849027e-16,-0.24598674566095788,-7.475304580108447e-17,-2.9454815268715877,-1.5118417447880176e-16,-2.883669861715879,-7.668856954464432e-17,-1.1430704005094228,44.2236146391316,42.13299316185545,12.132993161855453,23.71341349076925,21.632993161855453,6.816496580927726,5.566496580927726,5.566496580927726,4.218643696413162,4.218643696413162,2.8525350693352207,2.8525350693352207,-1.0000000000000002,3.907663896583564,5.497283950617284,2.130434782608696,191.55913289522886,10.217616382214425,12.160036053899976,11.566489892729878,2.8623993144652684,0.0,0.0,9.589074368143644,0.0,0.0,19.276888764660626,73.75940958082722,46.05687927498169,4.1122756685106605,58.187930323124284,11.566489892729878,2.8623993144652684,0.0,28.5118539948828,70.28823425621007,6.558985242916289,11.625176276104835,0.0,74.60000000000001,128.5507396628439,19.184384261335182,0.0,0.0,0.0,10.217616382214425,31.648328994039886,263.06999991857987,0.0,27.50195850101118,7.778274000833385,-18.66217975488584,-22.51638615059443,-2.3135013903594803,-41.185802396040074,-14.75569606187797,0.0,0.8095238095238095,25,2,4,4,0,4,0,0,4,2,4,6,3,0,3,4,2.810800000000002,93.75260000000004,2,0,2,2,0,0,0,0,0,1,0,0,0,5,0,0,0,2,1,0,0,0,0,0
Norethisterone,13.003497538112194,-5.184340513983374,13.003497538112194,1.1589764480682592,0.6950885218084817,298.4259999999995,272.21799999999996,298.19328007200073,118,0.21221268931774748,-0.37703386990900173,0.37703386990900173,0.21221268931774748,1.1818181818181819,2.090909090909091,2.909090909090909,-5.3767597728267016e-18,-0.2438180747317396,-1.590039235806071e-16,-2.9295241480508936,-6.909793125597271e-17,-2.863959911172767,-6.687819102289495e-17,-1.1408987244705546,38.35337115112852,36.816496580927726,10.816496580927726,20.808712952389996,19.066496580927726,6.158248290463863,4.885310363079829,4.885310363079829,3.6697172541558802,3.6697172541558802,2.4911086270779395,2.4911086270779395,-1.07,3.3347301310960122,4.7123736531989255,1.7524204432637707,169.53110806165327,5.1088081911072125,6.9718093671539085,5.783244946364939,1.4311996572326342,0.0,0.0,4.794537184071822,0.0,6.399401534821945,18.34543096622059,74.23837679679353,43.31536216264124,1.3707585561702202,44.17230927943456,5.783244946364939,1.4311996572326342,0.0,28.990821210849095,63.43634213891439,0.0,11.625176276104835,12.319835853677588,37.3,109.83558457223329,10.277571408752703,0.0,6.399401534821945,5.920434318855644,5.1088081911072125,30.21712933680725,227.60604676197576,0.0,13.003497538112194,4.327382893539774,-11.529853644389856,-21.012648600105543,-2.051483250203714,-36.37857395568933,-4.71436774323927,0.0,0.75,22,1,2,4,0,4,0,0,2,1,2,2,3,0,3,4,3.4925000000000024,85.87580000000004,1,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,1
Testosterone,13.166367707819276,-5.388712679516256,13.166367707819276,2.212090905034854,0.7342296115534325,288.4309999999994,260.20699999999994,288.2089301360008,116,0.21047383687288607,-0.3925514254046628,0.3925514254046628,0.21047383687288607,1.0476190476190477,1.9523809523809523,2.761904761904762,-2.0839005808857381e-16,-0.2459897275338802,-9.241720012552514e-17,-2.9463445086817805,-1.5573903363941732e-16,-2.8754205027190856,-1.1028647858114803e-16,-1.1459740112234298,39.43915758875542,38.316496580927726,10.316496580927726,20.998052780610177,19.816496580927726,5.908248290463863,4.783248290463863,4.783248290463863,3.5561862178478973,3.5561862178478973,2.42860862707794,2.42860862707794,-0.6300000000000001,2.8962172706881484,4.439809487732747,1.7756589628303494,166.976881555733,5.1088081911072125,0.0,5.783244946364939,1.4311996572326342,0.0,0.0,4.794537184071822,0.0,0.0,19.276888764660626,79.17440005022401,40.64188880558489,8.821535139290429,46.913826391775004,5.783244946364939,1.4311996572326342,0.0,28.5118539948828,70.76720147217637,0.0,11.625176276104835,0.0,37.3,116.68747668952895,8.906812852582483,0.0,0.0,0.0,5.1088081911072125,34.329405005317916,244.85294535198133,0.0,13.166367707819276,4.05014331020644,-12.513149814709838,-18.400013395286443,-2.212090905034854,-43.80723908467711,-9.636963170298984,0.0,0.8421052631578947,21,1,2,4,0,4,0,0,2,1,2,3,3,0,3,4,3.8792000000000026,82.71680000000005,1,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
Spironolactone,13.598813000521604,-5.841551398337117,13.598813000521604,1.5254407990047858,0.5718459844204297,416.58299999999963,384.3270000000002,416.2021305040008,158,0.30600791251121784,-0.45844787307461593,0.45844787307461593,0.30600791251121784,1.0,1.8620689655172413,2.586206896551724,3.1809651617885837e-16,-0.24598681880336173,-1.0755124039313165e-16,-2.944787611476124,-3.3978976396310506e-17,-2.898087476002969,3.161780260853881e-17,-1.124537823828689,48.80096490832123,46.04124145231931,14.857738033247042,26.19304677851351,23.928869016623523,8.745365597551247,6.368473610674221,7.3516368582686145,4.740423023185005,5.436128792214132,3.4321322112864063,4.076806944007551,-1.1,4.944325420441269,6.448229172994664,2.679149619048995,222.09443841949442,4.736862953800049,5.601050810983688,10.89852187655066,0.0,0.0,5.969305287951849,14.383611552215466,0.0,0.0,31.038773714051743,73.75940958082722,72.73223729981194,1.3707585561702202,62.984748303462624,28.629712113893625,0.0,0.0,28.511853994882795,88.739040944019,0.0,11.625176276104835,0.0,60.440000000000005,157.50578332890026,30.8327142262581,0.0,0.0,0.0,0.0,32.15203407720445,292.0814555421875,-1.5254407990047858,40.58311165867259,-7.863964619026627,-18.93821608350131,-22.657472469685008,-2.424058298511988,-46.25406511463762,-14.584683149826102,0.0,0.7916666666666666,29,0,4,4,1,5,0,0,5,0,5,4,3,1,4,5,4.852300000000005,112.21000000000008,0,0,3,3,0,0,0,0,0,1,0,0,0,6,1,1,0,1,0,0,0,0,1,0
Pregnanetriol,9.980203018707483,-5.975510204081633,9.980203018707483,3.89281354364084,0.6866507227267616,336.51599999999934,300.228,336.266445012001,138,0.2110192327244438,-0.3931197276586114,0.3931197276586114,0.2110192327244438,0.7083333333333334,1.4583333333333333,2.2083333333333335,-6.095730563625825e-16,-0.24653954831147204,-3.677710799510691e-16,-2.999483021514382,-3.1374592226978476e-16,-2.9366843973224808,-2.0136819136099444e-16,-1.1974479794458182,48.621320343559645,47.72474487139159,11.72474487139159,25.68198051533946,24.337117307087386,6.612372435695795,5.4644345083117605,5.4644345083117605,4.1259459934385125,4.1259459934385125,2.780670699693905,2.780670699693905,-0.12,3.161704640366722,5.438072070182795,2.070258798413367,197.23641873865571,15.326424573321638,0.0,0.0,4.293598971697903,0.0,0.0,0.0,0.0,0.0,13.703784234591359,93.19903744010918,47.90850571067363,20.502603977224105,60.56145692693896,0.0,4.293598971697903,0.0,34.405811680245876,95.67308732873511,0.0,0.0,0.0,60.69,130.078899008981,13.7075855617022,0.0,0.0,0.0,15.326424573321638,35.821045763612965,320.225230640531,0.0,0.0,12.098425531651209,-17.243075423178922,-23.418525722789127,0.0,-59.39196186997531,-15.520093156239042,0.0,1.0,24,3,3,4,0,4,0,0,3,3,3,7,4,0,4,4,3.501900000000003,94.36440000000006,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
