Molecule,pIC50
BACE_92,7.1100001
BACE_93,7.1079054
BACE_94,7.1023731
BACE_95,7.09691
BACE_97,7.0268722
BACE_98,7.0268722
BACE_99,7.0177288
BACE_100,7.0087738
BACE_101,7
BACE_102,7
BACE_103,6.9507818
BACE_104,6.9208188
BACE_105,6.8927898
BACE_106,6.8538718
BACE_107,6.8239088
BACE_108,6.8239088
BACE_109,6.8068752
BACE_110,6.7695513
BACE_111,6.7695513
BACE_112,6.7447276
BACE_113,6.7351823
BACE_114,6.7235384
BACE_115,6.7212462
BACE_116,6.7212462
BACE_117,6.7212462
BACE_118,6.7033348
BACE_119,6.6989698
BACE_120,6.6989698
BACE_121,6.6777806
BACE_122,6.5528421
BACE_123,6.5086384
BACE_124,6.4894552
BACE_125,6.4202166
BACE_126,6.3979402
BACE_127,6.3767509
BACE_128,6.3615108
BACE_129,6.3467875
BACE_130,6.3279023
BACE_131,6.3279023
BACE_132,6.2291479
BACE_133,6.2291479
BACE_134,6.2291479
BACE_135,6.221849
BACE_136,6.2182446
BACE_137,6.2182446
BACE_138,6.2146702
BACE_139,6.2006593
BACE_140,6.154902
BACE_141,6.124939
BACE_142,6.1101384
BACE_143,6.0222764
BACE_144,5.9956784
BACE_145,5.939302
BACE_146,5.8632793
BACE_147,5.8538718
BACE_148,5.8153086
BACE_149,5.7447276
BACE_150,5.7447276
BACE_151,5.6197886
BACE_152,5.5528421
BACE_153,5.545155
BACE_154,5.4948502
BACE_155,5.4948502
BACE_156,5.4317985
BACE_157,5.4317985
BACE_158,5.3979402
BACE_159,5.3767509
BACE_160,5.3665314
BACE_161,5.3372421
BACE_162,5.2034259
BACE_163,5.2006593
BACE_164,5.154902
BACE_165,5.154902
BACE_166,5.1023731
BACE_167,5.0506101
BACE_168,5.0409584
BACE_169,4.9281178
BACE_170,4.91364
BACE_171,4.767004
BACE_172,4.7447276
BACE_173,4.6458917
BACE_174,4.6197886
BACE_175,4.6020598
BACE_176,4.5951662
BACE_177,4.5850267
BACE_178,4.5654311
BACE_179,4.4337983
BACE_180,4.4202166
BACE_181,4.3979402
BACE_182,4.3851027
BACE_183,4.3829994
BACE_184,4.1079054
BACE_185,4.067019
BACE_186,4.0268722
BACE_187,4.0030508
BACE_188,4
BACE_189,4
BACE_190,3.9430952
BACE_191,3.8860567
BACE_192,3.6777806
BACE_193,3.6020601
BACE_194,3.5086384
BACE_195,3.3010299
BACE_196,3.3010299
BACE_197,3.2083094
BACE_198,3.154902
BACE_199,3.1135092
BACE_200,3.0604808
BACE_201,3
BACE_202,3
BACE_203,3
BACE_204,2.6989701
BACE_205,2.6989701
BACE_231,10.522879
BACE_232,9.5228786
BACE_233,9.5228786
BACE_234,9.1549015
BACE_235,9
BACE_236,9
BACE_237,9
BACE_238,9
BACE_239,8.9586077
BACE_240,8.7695513
BACE_241,8.7447271
BACE_242,8.5228786
BACE_243,8.5228786
BACE_244,8.5086384
BACE_245,8.2676058
BACE_246,8.2218485
BACE_247,7.9586072
BACE_248,7.8860564
BACE_249,7.6989698
BACE_250,7.6020598
BACE_251,7.6003261
BACE_252,7.5850267
BACE_253,7.5833597
BACE_254,7.3979402
BACE_255,7.251812
BACE_256,7.2291479
BACE_257,7.0457573
BACE_258,6.7212462
BACE_259,6.5686364
BACE_260,6.3477535
BACE_261,6.2757239
BACE_262,6.0457573
BACE_263,5.4436975
BACE_264,5.3009434
BACE_265,5.2146702
BACE_266,4.8477116
BACE_267,4.415669
BACE_268,4.4111681
BACE_269,4.1307683
BACE_270,3.769551
BACE_271,3.6575773
BACE_272,3.1804562
BACE_273,3.09691
BACE_274,2.6989701
BACE_276,9.1870871
BACE_277,9.0506096
BACE_278,9.004365
BACE_279,9
BACE_280,9
BACE_281,9
BACE_282,9
BACE_283,8.8538723
BACE_284,8.8239088
BACE_285,8.7212467
BACE_286,8.7212467
BACE_287,8.6989698
BACE_288,8.6989698
BACE_289,8.6989698
BACE_290,8.6989698
BACE_291,8.6989698
BACE_292,8.6989698
BACE_293,8.6989698
BACE_294,8.6777811
BACE_295,8.6197891
BACE_296,8.6197891
BACE_297,8.6038008
BACE_298,8.6020603
BACE_299,8.6020603
BACE_300,8.5867004
BACE_301,8.5850267
BACE_302,8.5850267
BACE_303,8.5850267
BACE_304,8.5686359
BACE_305,8.5686359
BACE_306,8.5376024
BACE_307,8.5228786
BACE_308,8.5228786
BACE_309,8.5228786
BACE_310,8.5228786
BACE_311,8.5228786
BACE_312,8.5086384
BACE_313,8.4948502
BACE_314,8.4948502
BACE_315,8.4685211
BACE_316,8.4436979
BACE_317,8.4436979
BACE_318,8.4436979
BACE_319,8.431798
BACE_320,8.431798
BACE_321,8.3979397
BACE_322,8.3979397
BACE_323,8.3979397
BACE_324,8.3979397
BACE_325,8.3872166
BACE_326,8.3767509
BACE_327,8.3467875
BACE_328,8.3279018
BACE_329,8.3010302
BACE_330,8.3010302
BACE_331,8.3010302
BACE_332,8.3010302
BACE_333,8.3010302
BACE_334,8.3010302
BACE_335,8.2839966
BACE_336,8.2839966
BACE_337,8.2676058
BACE_338,8.2441254
BACE_339,8.2441254
BACE_340,8.2441254
BACE_341,8.2365723
BACE_342,8.2291479
BACE_343,8.2291479
BACE_344,8.2218485
BACE_345,8.2218485
BACE_346,8.2218485
BACE_347,8.2218485
BACE_348,8.2218485
BACE_349,8.2218485
BACE_350,8.2218485
BACE_351,8.2160969
BACE_352,8.2146702
BACE_353,8.2146702
BACE_354,8.2006598
BACE_355,8.1877556
BACE_356,8.1870871
BACE_358,8.1611509
BACE_359,8.1611509
BACE_360,8.1549015
BACE_361,8.1549015
BACE_362,8.1549015
BACE_363,8.1549015
BACE_364,8.1549015
BACE_365,8.1426678
BACE_366,8.1307678
BACE_367,8.124939
BACE_368,8.0969105
BACE_369,8.0969105
BACE_370,8.0969105
BACE_371,8.0969105
BACE_372,8.0969105
BACE_373,8.0969105
BACE_374,8.0969095
BACE_375,8.0969095
BACE_376,8.0969095
BACE_377,8.0830202
BACE_378,8.0809221
BACE_379,8.0655012
BACE_380,8.0555172
BACE_381,8.0457573
BACE_382,8.0457573
BACE_383,8.0457573
BACE_384,8.0457573
BACE_385,8.0457573
BACE_386,8.036212
BACE_387,8.031517
BACE_388,8.0222759
BACE_389,8.0177288
BACE_390,8.0132284
BACE_391,8.0087738
BACE_392,8
BACE_393,8
BACE_394,8
BACE_395,8
BACE_396,8
BACE_397,8
BACE_398,8
BACE_399,8
BACE_400,8
BACE_401,8
BACE_402,8
BACE_403,8
BACE_404,8
BACE_405,8
BACE_406,8
BACE_407,8
BACE_408,8
BACE_409,8
BACE_410,8
BACE_411,8
BACE_412,8
BACE_413,8
BACE_414,8
BACE_415,8
BACE_416,8
BACE_417,8
BACE_418,7.9586072
BACE_419,7.9586072
BACE_420,7.9586072
BACE_421,7.9586072
BACE_422,7.9586072
BACE_423,7.9586072
BACE_424,7.9586072
BACE_425,7.9586072
BACE_426,7.9586072
BACE_427,7.9586072
BACE_428,7.9586072
BACE_429,7.9208188
BACE_430,7.9208188
BACE_431,7.9208188
BACE_432,7.9208188
BACE_433,7.9208188
BACE_434,7.9208188
BACE_435,7.8894105
BACE_436,7.8860564
BACE_437,7.8860564
BACE_438,7.8860564
BACE_439,7.8860564
BACE_440,7.8860564
BACE_441,7.8860564
BACE_442,7.8860564
BACE_443,7.8600001
BACE_444,7.8538718
BACE_445,7.8538718
BACE_446,7.8538718
BACE_447,7.8538718
BACE_449,7.8538718
BACE_450,7.8538718
BACE_451,7.8239088
BACE_452,7.8239088
BACE_453,7.8239088
BACE_454,7.8239088
BACE_455,7.8239088
BACE_456,7.8239088
BACE_457,7.8239088
BACE_458,7.8239088
BACE_459,7.8096681
BACE_460,7.7958798
BACE_461,7.7958798
BACE_462,7.7958798
BACE_463,7.7958798
BACE_464,7.7958798
BACE_465,7.7958798
BACE_466,7.7958798
BACE_467,7.7958798
BACE_468,7.7695513
BACE_469,7.7695513
BACE_470,7.7695513
BACE_471,7.7695513
BACE_472,7.7447276
BACE_473,7.7447276
BACE_474,7.7447276
BACE_475,7.7447276
BACE_476,7.7447276
BACE_477,7.7447276
BACE_478,7.7447276
BACE_479,7.7399287
BACE_480,7.7212462
BACE_481,7.7212462
BACE_482,7.7212462
BACE_483,7.7212462
BACE_484,7.7212462
BACE_485,7.7212462
BACE_486,7.7212462
BACE_487,7.7212462
BACE_488,7.6989698
BACE_489,7.6989698
BACE_490,7.6989698
BACE_491,7.6989698
BACE_492,7.6989698
BACE_493,7.6989698
BACE_494,7.6989698
BACE_495,7.6989698
BACE_496,7.6989698
BACE_497,7.6989698
BACE_499,7.6989698
BACE_500,7.6989698
BACE_501,7.6989698
BACE_502,7.6989698
BACE_503,7.6989698
BACE_504,7.6989698
BACE_505,7.6989698
BACE_506,7.6989698
BACE_507,7.6989698
BACE_508,7.6989698
BACE_509,7.6989698
BACE_510,7.6989698
BACE_511,7.6989698
BACE_512,7.6989698
BACE_513,7.6989698
BACE_514,7.6989698
BACE_515,7.6989698
BACE_516,7.6989698
BACE_517,7.6989698
BACE_518,7.6989698
BACE_519,7.6989698
BACE_520,7.6903696
BACE_521,7.6777806
BACE_522,7.6777806
BACE_523,7.6777806
BACE_524,7.6575775
BACE_525,7.6575775
BACE_526,7.6575775
BACE_527,7.6575775
BACE_528,7.6500001
BACE_529,7.642065
BACE_530,7.6382723
BACE_531,7.6382723
BACE_532,7.6382723
BACE_533,7.6382723
BACE_534,7.6382723
BACE_535,7.6382723
BACE_536,7.6382723
BACE_537,7.6382723
BACE_538,7.6382723
BACE_539,7.6382723
BACE_540,7.6300001
BACE_541,7.6197886
BACE_542,7.6197886
BACE_543,7.6197886
BACE_544,7.6197886
BACE_545,7.6197886
BACE_546,7.6020598
BACE_547,7.6020598
BACE_548,7.6020598
BACE_549,7.6020598
BACE_550,7.6020598
BACE_551,7.6020598
BACE_552,7.5850267
BACE_553,7.5850267
BACE_554,7.5850267
BACE_555,7.5850267
BACE_556,7.5850267
BACE_557,7.5850267
BACE_558,7.5850267
BACE_559,7.5850267
BACE_560,7.5833597
BACE_561,7.5686364
BACE_562,7.5686364
BACE_563,7.5686364
BACE_564,7.5686364
BACE_565,7.5686364
BACE_566,7.5686364
BACE_567,7.5528421
BACE_568,7.5528421
BACE_569,7.5528421
BACE_570,7.5528421
BACE_571,7.5528421
BACE_572,7.5528421
BACE_573,7.54
BACE_574,7.5391021
BACE_575,7.5376019
BACE_576,7.5376019
BACE_577,7.5376019
BACE_578,7.5228786
BACE_579,7.5228786
BACE_580,7.5228786
BACE_581,7.5228786
BACE_582,7.5228786
BACE_583,7.5228786
BACE_584,7.5228786
BACE_585,7.5228786
BACE_586,7.5228786
BACE_587,7.5228786
BACE_588,7.5228786
BACE_589,7.5228786
BACE_590,7.5228786
BACE_591,7.5228786
BACE_592,7.5228786
BACE_593,7.5228786
BACE_594,7.5228786
BACE_595,7.5228786
BACE_596,7.5228786
BACE_597,7.5228786
BACE_598,7.5228786
BACE_599,7.5228786
BACE_600,7.5228786
BACE_601,7.52
BACE_602,7.5086384
BACE_603,7.5086384
BACE_604,7.5086384
BACE_605,7.5086384
BACE_606,7.5086384
BACE_607,7.5086384
BACE_608,7.4948502
BACE_609,7.4948502
BACE_610,7.4948502
BACE_611,7.4948502
BACE_612,7.4948502
BACE_613,7.4948502
BACE_614,7.4948502
BACE_615,7.4814858
BACE_616,7.4814858
BACE_617,7.4814858
BACE_618,7.4814858
BACE_619,7.4788618
BACE_620,7.4685211
BACE_621,7.4685211
BACE_622,7.4685211
BACE_623,7.4685211
BACE_624,7.4559321
BACE_625,7.4546928
BACE_626,7.4534574
BACE_627,7.4436975
BACE_628,7.4436975
BACE_629,7.4436975
BACE_630,7.4436975
BACE_631,7.4436975
BACE_632,7.4436975
BACE_633,7.4412913
BACE_634,7.4299998
BACE_635,7.4202166
BACE_636,7.4202166
BACE_637,7.4202166
BACE_638,7.4089355
BACE_639,7.4089355
BACE_640,7.3979402
BACE_641,7.3979402
BACE_642,7.3979402
BACE_643,7.3979402
BACE_644,7.3979402
BACE_645,7.3979402
BACE_646,7.3979402
BACE_647,7.3979402
BACE_648,7.3979402
BACE_649,7.3979402
BACE_650,7.3979402
BACE_651,7.3979402
BACE_652,7.3979402
BACE_653,7.3979402
BACE_654,7.3979402
BACE_655,7.3979402
BACE_656,7.3979402
BACE_657,7.3979402
BACE_658,7.3872161
BACE_659,7.3798637
BACE_660,7.3767509
BACE_661,7.3767509
BACE_662,7.3665314
BACE_663,7.3665314
BACE_664,7.3665314
BACE_665,7.3665314
BACE_666,7.3565474
BACE_667,7.3565474
BACE_668,7.3565474
BACE_669,7.3565474
BACE_670,7.3467875
BACE_671,7.3467875
BACE_672,7.3467875
BACE_673,7.3372421
BACE_674,7.3372421
BACE_675,7.3372421
BACE_676,7.3279023
BACE_677,7.3279023
BACE_678,7.3279023
BACE_679,7.3279023
BACE_680,7.318759
BACE_681,7.318759
BACE_682,7.318759
BACE_683,7.3151546
BACE_684,7.309804
BACE_685,7.3010302
BACE_686,7.3010302
BACE_687,7.3010302
BACE_688,7.3010302
BACE_689,7.3010302
BACE_690,7.3010302
BACE_691,7.3010302
BACE_692,7.3010302
BACE_693,7.3010302
BACE_694,7.3010302
BACE_695,7.3010302
BACE_696,7.3010302
BACE_697,7.3010302
BACE_699,7.3010302
BACE_700,7.2924299
BACE_701,7.2839966
BACE_702,7.2839966
BACE_703,7.2676063
BACE_704,7.2676063
BACE_705,7.2596374
BACE_706,7.2596374
BACE_707,7.2596374
BACE_708,7.251812
BACE_709,7.25
BACE_710,7.2441254
BACE_711,7.2441254
BACE_712,7.23
BACE_713,7.2291479
BACE_714,7.221849
BACE_715,7.221849
BACE_716,7.221849
BACE_717,7.221849
BACE_718,7.221849
BACE_719,7.221849
BACE_720,7.221849
BACE_721,7.221849
BACE_722,7.221849
BACE_723,7.221849
BACE_724,7.221849
BACE_725,7.221849
BACE_726,7.2160964
BACE_727,7.2146702
BACE_728,7.2146702
BACE_729,7.2146702
BACE_730,7.2146702
BACE_731,7.2146702
BACE_732,7.2006593
BACE_733,7.2006593
BACE_734,7.19382
BACE_735,7.1804562
BACE_736,7.1804562
BACE_737,7.1739254
BACE_738,7.1739254
BACE_739,7.1739254
BACE_740,7.167491
BACE_741,7.167491
BACE_742,7.167491
BACE_743,7.154902
BACE_744,7.154902
BACE_745,7.154902
BACE_746,7.154902
BACE_747,7.154902
BACE_748,7.154902
BACE_749,7.154902
BACE_750,7.154902
BACE_751,7.154902
BACE_752,7.154902
BACE_753,7.154902
BACE_754,7.154902
BACE_755,7.154902
BACE_756,7.154902
BACE_757,7.1487417
BACE_758,7.1366773
BACE_759,7.1366773
BACE_760,7.1366773
BACE_761,7.1307683
BACE_762,7.1307683
BACE_763,7.124939
BACE_764,7.124939
BACE_765,7.1249385
BACE_766,7.1191864
BACE_767,7.1157713
BACE_768,7.1135092
BACE_769,7.1079054
BACE_770,7.1051302
BACE_771,7.1023731
BACE_772,7.1023731
BACE_773,7.1023731
BACE_774,7.09691
BACE_775,7.09691
BACE_776,7.09691
BACE_777,7.09691
BACE_778,7.09691
BACE_779,7.09691
BACE_780,7.09691
BACE_781,7.09691
BACE_782,7.09691
BACE_783,7.09691
BACE_784,7.09691
BACE_785,7.0915151
BACE_786,7.0809221
BACE_787,7.070581
BACE_788,7.0655017
BACE_789,7.0634861
BACE_790,7.0604806
BACE_791,7.0604806
BACE_792,7.0604806
BACE_793,7.0555172
BACE_794,7.0555172
BACE_795,7.0506101
BACE_796,7.0500002
BACE_797,7.0457573
BACE_798,7.0457573
BACE_799,7.0457573
BACE_800,7.0457573
BACE_801,7.0457573
BACE_802,7.0457573
BACE_803,7.0457573
BACE_804,7.0457573
BACE_805,7.0409584
BACE_806,7.0409584
BACE_807,7.0409584
BACE_808,7.04
BACE_809,7.031517
BACE_810,7.031517
BACE_811,7.0268722
BACE_812,7.0177288
BACE_813,7.0177288
BACE_814,7.0132284
BACE_815,7.0132284
BACE_816,7.004365
BACE_817,7
BACE_818,7
BACE_819,7
BACE_820,7
BACE_821,7
BACE_822,7
BACE_823,7
BACE_824,7
BACE_825,7
BACE_826,6.9829664
BACE_827,6.9746943
BACE_828,6.9706163
BACE_829,6.9699998
BACE_830,6.9665761
BACE_831,6.9586072
BACE_832,6.9586072
BACE_833,6.9586072
BACE_834,6.9586072
BACE_835,6.9586072
BACE_837,6.9546771
BACE_838,6.9469213
BACE_839,6.9208188
BACE_840,6.9208188
BACE_841,6.9208188
BACE_842,6.9208188
BACE_843,6.9208188
BACE_844,6.9208188
BACE_845,6.9208188
BACE_846,6.9208188
BACE_847,6.9208188
BACE_848,6.9208188
BACE_849,6.9208188
BACE_850,6.9208188
BACE_851,6.9100947
BACE_852,6.9065785
BACE_853,6.9065785
BACE_854,6.8996296
BACE_855,6.8860569
BACE_856,6.8860569
BACE_857,6.8860564
BACE_858,6.8860564
BACE_859,6.8860564
BACE_860,6.8860564
BACE_861,6.8860564
BACE_862,6.8860564
BACE_863,6.8860564
BACE_864,6.8860564
BACE_865,6.8827286
BACE_866,6.8728952
BACE_867,6.8696661
BACE_868,6.8632793
BACE_869,6.8632793
BACE_870,6.8569851
BACE_871,6.8538718
BACE_872,6.8538718
BACE_873,6.8538718
BACE_874,6.8538718
BACE_875,6.8538718
BACE_876,6.8538718
BACE_877,6.8538718
BACE_878,6.8416376
BACE_879,6.8386321
BACE_880,6.8239088
BACE_881,6.8239088
BACE_882,6.8239088
BACE_883,6.8239088
BACE_884,6.8239088
BACE_885,6.8239088
BACE_886,6.821023
BACE_887,6.821023
BACE_888,6.821023
BACE_889,6.7958798
BACE_890,6.7958798
BACE_891,6.7958798
BACE_892,6.7958798
BACE_893,6.779892
BACE_894,6.7695513
BACE_895,6.7695513
BACE_896,6.7695513
BACE_897,6.7695513
BACE_898,6.7695513
BACE_899,6.7695513
BACE_900,6.7619538
BACE_901,6.7594509
BACE_902,6.7520266
BACE_903,6.7447276
BACE_904,6.7447276
BACE_905,6.7447276
BACE_906,6.7447276
BACE_907,6.7447276
BACE_908,6.7212462
BACE_909,6.7212462
BACE_910,6.7212462
BACE_911,6.7212462
BACE_912,6.7212462
BACE_913,6.7212462
BACE_914,6.6989698
BACE_915,6.6989698
BACE_916,6.6989698
BACE_917,6.6989698
BACE_918,6.6777806
BACE_919,6.6777806
BACE_920,6.6777806
BACE_921,6.6777806
BACE_922,6.6777806
BACE_923,6.6777806
BACE_924,6.6777806
BACE_925,6.6736641
BACE_926,6.6575775
BACE_927,6.6575775
BACE_928,6.6575775
BACE_929,6.6516953
BACE_930,6.6497521
BACE_931,6.6458917
BACE_932,6.6382723
BACE_933,6.6382723
BACE_934,6.6197886
BACE_935,6.6197886
BACE_936,6.6197886
BACE_937,6.6197886
BACE_938,6.6197886
BACE_939,6.6197886
BACE_940,6.6179829
BACE_941,6.6161847
BACE_942,6.6143937
BACE_943,6.6020598
BACE_944,6.6020598
BACE_945,6.6020598
BACE_946,6.6020598
BACE_947,6.5968795
BACE_948,6.5850267
BACE_949,6.5850267
BACE_950,6.5850267
BACE_951,6.5799999
BACE_952,6.5686364
BACE_953,6.5686364
BACE_954,6.5686364
BACE_955,6.5686364
BACE_956,6.5686364
BACE_957,6.5559554
BACE_958,6.5528421
BACE_959,6.5376019
BACE_960,6.5376019
BACE_961,6.5376019
BACE_962,6.5376019
BACE_963,6.5346169
BACE_964,6.5316525
BACE_965,6.5301781
BACE_966,6.5228786
BACE_967,6.5228786
BACE_968,6.5228786
BACE_969,6.5086384
BACE_970,6.5086384
BACE_971,6.5086384
BACE_972,6.5086384
BACE_973,6.4975729
BACE_974,6.4948502
BACE_975,6.4948502
BACE_976,6.4948502
BACE_977,6.4814858
BACE_978,6.4814858
BACE_979,6.4814858
BACE_980,6.4814858
BACE_981,6.4685211
BACE_982,6.4672456
BACE_983,6.4634414
BACE_984,6.4634414
BACE_985,6.4609237
BACE_986,6.4584208
BACE_987,6.4559321
BACE_988,6.4559321
BACE_989,6.4559321
BACE_990,6.4534574
BACE_991,6.4436975
BACE_992,6.4317985
BACE_993,6.4317985
BACE_994,6.4317985
BACE_995,6.4317985
BACE_996,6.4317985
BACE_997,6.4202166
BACE_998,6.4202166
BACE_999,6.4202166
BACE_1000,6.4202166
BACE_1001,6.4089355
BACE_1002,6.4089355
BACE_1003,6.4089355
BACE_1004,6.406714
BACE_1005,6.3979402
BACE_1006,6.3979402
BACE_1007,6.3968558
BACE_1008,6.3872161
BACE_1009,6.3872161
BACE_1010,6.3872161
BACE_1011,6.3767509
BACE_1012,6.368556
BACE_1013,6.3655229
BACE_1014,6.3565474
BACE_1015,6.3506651
BACE_1016,6.3467875
BACE_1017,6.3467875
BACE_1018,6.3467875
BACE_1019,6.3419886
BACE_1020,6.3372421
BACE_1021,6.3372421
BACE_1022,6.3279023
BACE_1023,6.3279023
BACE_1024,6.3279023
BACE_1025,6.318759
BACE_1026,6.318759
BACE_1027,6.309804
BACE_1028,6.309804
BACE_1029,6.309804
BACE_1030,6.3010302
BACE_1031,6.3010302
BACE_1032,6.3010302
BACE_1033,6.3010302
BACE_1034,6.3001623
BACE_1035,6.2924299
BACE_1036,6.2839966
BACE_1037,6.2757239
BACE_1038,6.2676063
BACE_1039,6.2596374
BACE_1040,6.2596374
BACE_1041,6.2596374
BACE_1042,6.251812
BACE_1043,6.251812
BACE_1044,6.251812
BACE_1045,6.251812
BACE_1046,6.2441254
BACE_1047,6.2365718
BACE_1048,6.2365718
BACE_1049,6.2365718
BACE_1050,6.2291479
BACE_1051,6.2291479
BACE_1052,6.2291479
BACE_1053,6.221849
BACE_1054,6.221849
BACE_1055,6.2189631
BACE_1056,6.2146702
BACE_1057,6.2146702
BACE_1058,6.2146702
BACE_1059,6.2006593
BACE_1060,6.2006593
BACE_1061,6.2006593
BACE_1062,6.2006593
BACE_1063,6.2006593
BACE_1064,6.19382
BACE_1065,6.1752234
BACE_1066,6.1739254
BACE_1067,6.1611509
BACE_1068,6.154902
BACE_1069,6.1530447
BACE_1070,6.1487417
BACE_1071,6.1426673
BACE_1072,6.1426673
BACE_1073,6.1307683
BACE_1074,6.1307683
BACE_1075,6.124939
BACE_1076,6.124939
BACE_1077,6.1191864
BACE_1078,6.1191864
BACE_1079,6.1191864
BACE_1080,6.1191864
BACE_1081,6.1079054
BACE_1082,6.1029229
BACE_1083,6.1023731
BACE_1084,6.1023731
BACE_1085,6.09691
BACE_1086,6.09691
BACE_1087,6.09691
BACE_1088,6.09691
BACE_1089,6.0915151
BACE_1090,6.0915151
BACE_1091,6.0899096
BACE_1092,6.0861859
BACE_1093,6.0861859
BACE_1094,6.0851283
BACE_1095,6.0757208
BACE_1096,6.070581
BACE_1097,6.0655017
BACE_1098,6.0655017
BACE_1099,6.0655017
BACE_1100,6.0604806
BACE_1101,6.0604806
BACE_1102,6.0604806
BACE_1103,6.0604806
BACE_1104,6.0457573
BACE_1105,6.0457573
BACE_1106,6.0457573
BACE_1107,6.0457573
BACE_1108,6.0409584
BACE_1109,6.0338583
BACE_1110,6.031517
BACE_1111,6.0268722
BACE_1112,6.0222764
BACE_1113,6.0190883
BACE_1114,6.0087738
BACE_1115,6.0087738
BACE_1116,6.004365
BACE_1117,6.004365
BACE_1118,6.0013046
BACE_1119,6
BACE_1120,6
BACE_1121,6
BACE_1122,5.9956784
BACE_1123,5.9913998
BACE_1124,5.9829664
BACE_1125,5.9665761
BACE_1126,5.9665761
BACE_1127,5.9625735
BACE_1128,5.9586072
BACE_1129,5.9586072
BACE_1130,5.9586072
BACE_1131,5.9586072
BACE_1132,5.9586072
BACE_1133,5.9586072
BACE_1134,5.9586072
BACE_1135,5.939302
BACE_1136,5.9318142
BACE_1137,5.9281182
BACE_1138,5.9208188
BACE_1139,5.9208188
BACE_1140,5.9208188
BACE_1141,5.9208188
BACE_1142,5.9172144
BACE_1143,5.9065785
BACE_1144,5.9065785
BACE_1145,5.8996296
BACE_1146,5.8996296
BACE_1147,5.8860569
BACE_1148,5.8860569
BACE_1149,5.8860564
BACE_1150,5.8860564
BACE_1151,5.8860564
BACE_1152,5.8860564
BACE_1153,5.8860564
BACE_1154,5.8860564
BACE_1155,5.8860564
BACE_1156,5.8703103
BACE_1157,5.8664613
BACE_1158,5.8664613
BACE_1159,5.8632793
BACE_1160,5.8601208
BACE_1161,5.8601208
BACE_1162,5.8569851
BACE_1163,5.8569851
BACE_1164,5.8538718
BACE_1165,5.8538718
BACE_1166,5.8538718
BACE_1167,5.8477116
BACE_1168,5.8446641
BACE_1169,5.8386321
BACE_1170,5.8259401
BACE_1171,5.8239088
BACE_1172,5.8239088
BACE_1173,5.8239088
BACE_1174,5.8239088
BACE_1175,5.8239088
BACE_1176,5.8239088
BACE_1177,5.8068752
BACE_1178,5.801343
BACE_1179,5.7958798
BACE_1180,5.7958798
BACE_1181,5.7958798
BACE_1182,5.7904849
BACE_1183,5.7904849
BACE_1184,5.782516
BACE_1185,5.7772837
BACE_1186,5.7695513
BACE_1187,5.7695513
BACE_1188,5.7695513
BACE_1189,5.7695513
BACE_1190,5.7695513
BACE_1191,5.7695513
BACE_1192,5.7644715
BACE_1193,5.7594509
BACE_1194,5.7495799
BACE_1195,5.7495799
BACE_1196,5.7447276
BACE_1197,5.7447276
BACE_1198,5.7375488
BACE_1199,5.7351823
BACE_1200,5.7328281
BACE_1201,5.7304869
BACE_1202,5.7212462
BACE_1203,5.7212462
BACE_1204,5.7194219
BACE_1205,5.7099652
BACE_1206,5.7077441
BACE_1207,5.7002749
