topicId,split,topicText,topicTarget,topicSentiment,claims.claimId,claims.stance,claims.claimCorrectedText,claims.claimOriginalText,claims.article.rawFile,claims.article.rawSpan.start,claims.article.rawSpan.end,claims.article.cleanFile,claims.article.cleanSpan.start,claims.article.cleanSpan.end,claims.Compatible,claims.claimTarget.text,claims.claimTarget.span.start,claims.claimTarget.span.end,claims.claimSentiment,claims.targetsRelation
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236866,PRO,competition would improve schools and cost efficiency,competition would improve schools and cost efficiency,articles/t602/raw_1537.txt,2786,2839,articles/t602/clean_1537.txt,1887,1940,yes,competition,0.0,11.0,1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236867,PRO,School voucher and education tax credit systems incentivize schools to increase accountability and school performance,they incentivize schools to increase accountability and school performance,articles/t602/raw_1537.txt,6309,6383,articles/t602/clean_1537.txt,4226,4300,yes,School voucher and education tax credit systems,0.0,47.0,1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236868,PRO,the competition spurred by vouchers and education tax credits increases the quality of both eligible private schools and local public schools,the competition spurred by vouchers and education tax credits increases the quality of both eligible private schools and local public schools,articles/t602/raw_1537.txt,6513,6654,articles/t602/clean_1537.txt,4332,4473,yes,the competition spurred by vouchers and education tax credits,0.0,61.0,1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236869,PRO,Both private and public schools are improving through the use of vouchers,both private and public schools improved through the use of vouchers,articles/t602/raw_1537.txt,7765,7833,articles/t602/clean_1537.txt,5579,5647,yes,the use of vouchers,54.0,73.0,1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236871,PRO,vouchers improve academic outcomes at public schools,vouchers improve academic outcomes at public schools,articles/t602/raw_1537.txt,13963,14015,articles/t602/clean_1537.txt,7638,7690,yes,vouchers,0.0,8.0,1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236872,PRO,Vouchers reduce racial segregation,reduce racial segregation,articles/t602/raw_1537.txt,14017,14042,articles/t602/clean_1537.txt,7692,7717,yes,Vouchers,0.0,8.0,1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236873,PRO,Vouchers deliver better services to special education students,deliver better services to special education students,articles/t602/raw_1537.txt,14044,14097,articles/t602/clean_1537.txt,7719,7772,yes,Vouchers,0.0,8.0,1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236875,CON,School vouchers would erode educational standards and reduce funding,it would erode educational standards and reduce funding,articles/t602/raw_1537.txt,15650,15705,articles/t602/clean_1537.txt,8560,8615,yes,School vouchers,0.0,15.0,-1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236876,CON,a voucher system would weaken public schools,a voucher system would weaken public schools,articles/t602/raw_1537.txt,17322,17366,articles/t602/clean_1537.txt,9396,9440,yes,a voucher system,0.0,16.0,-1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236878,CON,"granting government money, even indirectly, to private and religious schools will inevitably lead to increased governmental control over non-government education","granting government money, even indirectly, to private and religious schools will inevitably lead to increased governmental control over non-government education",articles/t602/raw_1537.txt,21616,21777,articles/t602/clean_1537.txt,12185,12346,yes,"granting government money, even indirectly, to private and religious schools",0.0,76.0,-1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236901,PRO,Competition for students (and the education dollars that come with them) creates a catalyst for schools to create innovative programs,competition for students (and the education dollars that come with them) create a catalyst for schools to create innovative programs,articles/t602/raw_1539.txt,7229,7361,articles/t602/clean_1539.txt,5913,6045,yes,Competition for students (and the education dollars that come with them),0.0,72.0,1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236902,PRO,School choice programs would allow poor students to opt out of bad schools and acquire a better education,school choice programs would allow these students to opt out of bad schools and acquire a better education,articles/t602/raw_1539.txt,8905,9011,articles/t602/clean_1539.txt,6549,6655,yes,School choice programs,0.0,22.0,1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236903,PRO,freedom of education notably implies the freedom for parents to choose a school for their children without discrimination on the basis of finances,freedom of education notably implies the freedom for parents to choose a school for their children without discrimination on the basis of finances,articles/t602/raw_1539.txt,10030,10176,articles/t602/clean_1539.txt,7440,7586,no,,,,,
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,236904,CON,vouchers could result in nothing more than a cash-handout for many middle-class and wealthy families already sending their kids to private schools,vouchers could result in nothing more than a cash-handout for many middle-class and wealthy families already sending their kids to private schools,articles/t602/raw_1539.txt,11701,11847,articles/t602/clean_1539.txt,8548,8694,yes,vouchers,0.0,8.0,-1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,237314,PRO,"Through free competition between vendors for the provision of products and services, prices tend to decrease, and quality tends to increase","Through free competition between vendors for the provision of products and services, prices tend to decrease, and quality tends to increase",articles/t602/raw_1579.txt,1764,1903,articles/t602/clean_1579.txt,1296,1435,yes,free competition between vendors for the provision of products and services,8.0,83.0,1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,296402,PRO,no family should be forced to send kids to a school they know is failing,no family should be forced to send kids to a school they know is failing,articles/t602/raw_1592.txt,20647,20719,articles/t602/clean_1592.txt,16574,16646,no,,,,,
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,302468,CON,with federal school vouchers inevitably come further central government regulation and loss of local control over education,with federal school vouchers inevitably come further central government regulation and loss of local control over education,articles/t602/raw_1584.txt,99637,99760,articles/t602/clean_1584.txt,48394,48517,yes,federal school vouchers,5.0,28.0,-1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,303070,CON,Education vouchers would undermine public schools,they would undermine public schools,articles/t602/raw_1588.txt,6054,6089,articles/t602/clean_1588.txt,3018,3053,yes,Education vouchers,0.0,18.0,-1.0,1.0
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,309631,PRO,access to resources play a hugely important role in educational inequality,access to resources play a hugely important role in educational inequality,articles/t602/raw_2118.txt,9541,9615,articles/t602/clean_2118.txt,6604,6678,no,,,,,
602,train,This house would fund education using a voucher scheme,fund education using a voucher scheme,1,309632,PRO,the educational system forces low-income families to place their children into less-than-ideal school systems,the educational system forces low-income families to place their children into less-than-ideal school systems,articles/t602/raw_2118.txt,14699,14808,articles/t602/clean_2118.txt,10566,10675,no,,,,,
926,train,This house would disband ASEAN,ASEAN,-1,384556,CON,ASEAN members have the potential to reap significant benefits,ASEAN members have the potential to reap significant benefits,articles/t926/raw_3129.txt,7708,7769,articles/t926/clean_3129.txt,7122,7183,yes,ASEAN,0.0,5.0,1.0,1.0
926,train,This house would disband ASEAN,ASEAN,-1,523058,CON,"Aside from improving each member state's economies, the bloc also focuses on peace and stability in the region","Aside from improving each member state's economies, the bloc also focused on peace and stability in the region",articles/t926/raw_3101.txt,14998,15108,articles/t926/clean_3101.txt,4353,4463,yes,the bloc,52.0,60.0,1.0,1.0
926,train,This house would disband ASEAN,ASEAN,-1,523059,CON,ASEAN has subscribed to the notion of democratic peace,ASEAN has subscribed to the notion of democratic peace,articles/t926/raw_3101.txt,18016,18072,articles/t926/clean_3101.txt,5879,5933,yes,ASEAN,0.0,5.0,1.0,1.0
926,train,This house would disband ASEAN,ASEAN,-1,523060,CON,"Through political dialogue and confidence building, no tension has escalated into armed confrontation among ASEAN member countries","Through political dialogue and confidence building, no tension has escalated into armed confrontation among ASEAN member countries",articles/t926/raw_3101.txt,23939,24069,articles/t926/clean_3101.txt,9124,9254,yes,Through political dialogue and confidence building,0.0,50.0,1.0,1.0
926,train,This house would disband ASEAN,ASEAN,-1,523061,CON,ASEAN Way has recently proven itself relatively successful in the settlements of disputes by peaceful manner,ASEAN Way has recently proven itself relatively successful in the settlements of disputes by peaceful manner,articles/t926/raw_3101.txt,25930,26038,articles/t926/clean_3101.txt,10580,10688,yes,ASEAN Way,0.0,9.0,1.0,1.0
926,train,This house would disband ASEAN,ASEAN,-1,523062,PRO,ASEAN is criticised for being too soft in its approach to promoting human rights and democracy,ASEAN for being too soft in its approach to promoting human rights and democracy,articles/t926/raw_3101.txt,76315,76395,articles/t926/clean_3101.txt,36869,36949,yes,ASEAN,0.0,5.0,-1.0,1.0
926,train,This house would disband ASEAN,ASEAN,-1,523063,PRO,"the organisation is ""big on words but small on action","the organisation is ""big on words but small on action",articles/t926/raw_3101.txt,77838,77891,articles/t926/clean_3101.txt,37418,37471,yes,the organisation,0.0,16.0,-1.0,1.0
926,train,This house would disband ASEAN,ASEAN,-1,523064,PRO,ASEAN has begun to be less successful at restraining its members and resolving border disputes,ASEAN has begun to be less successful at restraining its members and resolving border disputes,articles/t926/raw_3101.txt,79232,79326,articles/t926/clean_3101.txt,38005,38099,yes,ASEAN,0.0,5.0,-1.0,1.0
926,train,This house would disband ASEAN,ASEAN,-1,523065,PRO,the agenda of economic integration would negatively affect industries,the agenda of economic integration would negatively affect industries,articles/t926/raw_3101.txt,79933,80002,articles/t926/clean_3101.txt,38324,38393,yes,the agenda of economic integration,0.0,34.0,-1.0,1.0
926,train,This house would disband ASEAN,ASEAN,-1,523066,PRO,The organisation is viewed as imperialistic,the organisation as imperialistic,articles/t926/raw_3101.txt,80407,80440,articles/t926/clean_3101.txt,38495,38528,yes,The organisation,0.0,16.0,-1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,832890,CON,Markets are regulated to some extent by government in order to correct market failures or to promote social welfare,are regulated to some extent by government in order to correct market failures or to promote social welfare,articles/t985/raw_3316.txt,4420,4527,articles/t985/clean_3316.txt,2699,2806,yes,Markets are regulated to some extent by government,0.0,50.0,1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,824422,CON,intervention is necessary to solve market-created externalities,intervention is necessary to solve market-created externalities,articles/t985/raw_3315.txt,25375,25438,articles/t985/clean_3315.txt,17597,17660,yes,intervention,0.0,12.0,1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,832893,CON,government should intervene to prevent market failure,government should intervene to prevent market failure,articles/t985/raw_3316.txt,12718,12773,articles/t985/clean_3316.txt,9587,9640,yes,intervene to prevent market failure,18.0,53.0,1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,498169,PRO,people should make their own choices with their money,people should make their own choices with their money,articles/t985/raw_3319.txt,890,943,articles/t985/clean_3319.txt,731,784,yes,make their own choices with their money,14.0,53.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,498172,PRO,"the state often serves dominant business interests, distorting the market to their favor and thus leading to inefficient outcomes","the state often serves dominant business interests, distorting the market to their favor and thus leading to inefficient outcomes",articles/t985/raw_3319.txt,1655,1784,articles/t985/clean_3319.txt,1211,1340,yes,the state,0.0,9.0,-1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,498173,CON,Social inequalities result from free-market outcomes,social inequalities that result from free-market outcomes,articles/t985/raw_3319.txt,2317,2374,articles/t985/clean_3319.txt,1804,1861,yes,free-market outcomes,32.0,52.0,-1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,498174,PRO,"if everyone is left to their own economic devices instead of being controlled by the state, then the result would be a harmonious and more equal society","if everyone is left to their own economic devices instead of being controlled by the state, then the result would be a harmonious and more equal society",articles/t985/raw_3319.txt,3168,3320,articles/t985/clean_3319.txt,2523,2675,yes,if everyone is left to their own economic devices instead of being controlled by the state,0.0,90.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,498176,PRO,Allowing individuals to act without any restrictions will produce the best results,allowing them to act without any restrictions will produce the best results,articles/t985/raw_3319.txt,3862,3937,articles/t985/clean_3319.txt,3097,3172,yes,Allowing individuals to act without any restrictions,0.0,52.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,498177,CON,the state has a legitimate role in providing public goods,the state has a legitimate role in providing public goods,articles/t985/raw_3319.txt,4190,4251,articles/t985/clean_3319.txt,3418,3475,yes,the state,0.0,9.0,1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,822792,PRO,the state and economy are inherently separate from each other,the state and economy are inherently separate from each other,articles/t985/raw_3317.txt,1415,1476,articles/t985/clean_3317.txt,597,658,no,,,,,
985,train,This house would unleash the free market,unleash the free market,1,822794,CON,the free market can damage national traditions,the free market can damage national traditions,articles/t985/raw_3317.txt,2944,2994,articles/t985/clean_3317.txt,1524,1570,yes,the free market,0.0,15.0,-1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,822795,PRO,Government intervention is seen as harmful,government intervention as harmful,articles/t985/raw_3317.txt,4443,4477,articles/t985/clean_3317.txt,2843,2877,yes,Government intervention,0.0,23.0,-1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,822796,PRO,Financial liberalization and privatization coincide with democratization,financial liberalization and privatization coincided with democratization,articles/t985/raw_3317.txt,5721,5794,articles/t985/clean_3317.txt,3539,3612,yes,Financial liberalization and privatization,0.0,42.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,860304,PRO,private market factors can more efficiently deliver many goods or service than governments due to free market competition,private market factors can more efficiently deliver many goods or service than governments due to free market competition,articles/t985/raw_3325.txt,12461,12588,articles/t985/clean_3325.txt,9028,9149,yes,private market factors,0.0,22.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,860305,CON,"A private company will serve the needs of those who are most willing (and able) to pay, as opposed to the needs of the majority","A private company will serve the needs of those who are most willing (and able) to pay, as opposed to the needs of the majority",articles/t985/raw_3325.txt,25867,25994,articles/t985/clean_3325.txt,21628,21755,yes,A private company,0.0,17.0,-1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,874791,CON,wages are naturally driven down in free market systems,wages are naturally driven down in free market systems,articles/t985/raw_3324.txt,8172,8226,articles/t985/clean_3324.txt,4915,4969,yes,free market systems,35.0,54.0,-1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,874792,CON,there is an inherent tendency toward oligolopolistic structures when laissez-faire is combined with capitalist private property,there is an inherent tendency toward oligolopolistic structures when laissez-faire is combined with capitalist private property,articles/t985/raw_3324.txt,19990,20117,articles/t985/clean_3324.txt,11830,11957,yes,when laissez-faire is combined with capitalist private property,64.0,127.0,-1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,874793,CON,the allocation of goods and services by a market is not efficient,the allocation of goods and services by a market is not efficient,articles/t985/raw_3324.txt,25160,25250,articles/t985/clean_3324.txt,15006,15071,yes,the allocation of goods and services by a market,0.0,48.0,-1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,874795,CON,the lack of perfect information and perfect competition in a free market is grounds for government intervention,the lack of perfect information and perfect competition in a free market is grounds for government intervention,articles/t985/raw_3324.txt,25892,26011,articles/t985/clean_3324.txt,15353,15464,yes,government intervention,88.0,111.0,1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,874797,CON,free markets usually fail to deal with the problem of externalities,free markets usually fail to deal with the problem of externalities,articles/t985/raw_3324.txt,27480,27561,articles/t985/clean_3324.txt,16315,16382,yes,free markets,0.0,12.0,-1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,874799,CON,"the free market is not necessarily free, but weighted towards those who already own property","the free market is not necessarily free, but weighted towards those who already own property",articles/t985/raw_3324.txt,31155,31247,articles/t985/clean_3324.txt,18321,18413,yes,the free market,0.0,15.0,-1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,874805,PRO,corrective measures) reduce the overall efficiency of the market economy,corrective measures) reduce the overall efficiency of the market economy,articles/t985/raw_3324.txt,53198,53270,articles/t985/clean_3324.txt,34110,34182,yes,corrective measures,0.0,19.0,-1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,874806,PRO,corrective policies limit the incentive system of the market,corrective policies limit the incentive system of the market,articles/t985/raw_3324.txt,53424,53484,articles/t985/clean_3324.txt,34196,34256,yes,corrective policies,0.0,19.0,-1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,874807,CON,"grave imbalances are produced when economic action, conceived merely as an engine for wealth creation, is detached from political action","grave imbalances are produced when economic action, conceived merely as an engine for wealth creation, is detached from political action",articles/t985/raw_3324.txt,57501,57637,articles/t985/clean_3324.txt,36589,36725,yes,"when economic action, conceived merely as an engine for wealth creation, is detached from political action",30.0,136.0,-1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,824400,PRO,"The freer the market, the more prices will reflect consumer habits and demands","The freer the market, the more prices will reflect consumer habits and demands",articles/t985/raw_3315.txt,1595,1673,articles/t985/clean_3315.txt,1127,1205,yes,The freer the market,0.0,20.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,824402,PRO,"Through free competition between vendors for the provision of products and services, prices tend to decrease, and quality tends to increase","Through free competition between vendors for the provision of products and services, prices tend to decrease, and quality tends to increase",articles/t985/raw_3315.txt,1764,1903,articles/t985/clean_3315.txt,1296,1435,yes,free competition between vendors for the provision of products and services,8.0,83.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,824404,PRO,"market economies allow spontaneous order; that is, ""a more efficient allocation of societal resources than any design could achieve","market economies allow spontaneous order; that is, ""a more efficient allocation of societal resources than any design could achieve",articles/t985/raw_3315.txt,11273,11408,articles/t985/clean_3315.txt,8288,8419,yes,market economies,0.0,16.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,824407,PRO,"any attempt to implement central planning will result in more disorder, or a less efficient production and distribution of goods and services","any attempt to implement central planning will result in more disorder, or a less efficient production and distribution of goods and services",articles/t985/raw_3315.txt,14092,14233,articles/t985/clean_3315.txt,9362,9503,yes,any attempt to implement central planning,0.0,41.0,-1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,824408,PRO,there is a direct relationship between economic growth and economic freedom,there is a direct relationship between economic growth and economic freedom,articles/t985/raw_3315.txt,18295,18370,articles/t985/clean_3315.txt,12991,13066,yes,economic freedom,59.0,75.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,824415,CON,government at times has to intervene to ensure competition in large and important industries,government at times has to intervene to ensure competition in large and important industries,articles/t985/raw_3315.txt,21085,21177,articles/t985/clean_3315.txt,14597,14689,yes,to intervene to ensure competition in large and important industries,24.0,92.0,1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,824417,PRO,only a free market can create healthy competition and therefore more business,only a free market can create healthy competition and therefore more business,articles/t985/raw_3315.txt,21528,21605,articles/t985/clean_3315.txt,14940,15017,yes,a free market,5.0,18.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,824419,CON,The unregulated market is seen as an impractical ideal,the unregulated market as an impractical ideal,articles/t985/raw_3315.txt,22328,22374,articles/t985/clean_3315.txt,15461,15507,yes,The unregulated market,0.0,22.0,-1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,824421,CON,free market relationships are considered as structured upon coercion,free market relationships are considered as structured upon coercion,articles/t985/raw_3315.txt,24339,24407,articles/t985/clean_3315.txt,16922,16990,yes,free market relationships,0.0,25.0,-1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,824423,PRO,The free market is believed to self-regulate in the most efficient and just way,The free market is believed to self-regulate in the most efficient and just way,articles/t985/raw_3315.txt,27078,27157,articles/t985/clean_3315.txt,18745,18824,yes,The free market,0.0,15.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,499330,CON,virtually all developed countries today successfully promoted their national industries through protectionism,virtually all developed countries today successfully promoted their national industries through protectionism,articles/t985/raw_3320.txt,3153,3262,articles/t985/clean_3320.txt,1755,1864,yes,protectionism,96.0,109.0,1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,499331,CON,there is a legitimate need for government restrictions on free trade,there is a legitimate need for government restrictions on free trade,articles/t985/raw_3320.txt,21299,21367,articles/t985/clean_3320.txt,18290,18358,yes,government restrictions on free trade,31.0,68.0,1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,499333,CON,laissez-faire capitalism creates social evils that harm its citizens,laissez-faire capitalism creates social evils that harm its citizens,articles/t985/raw_3320.txt,25893,25963,articles/t985/clean_3320.txt,22162,22230,yes,laissez-faire capitalism,0.0,24.0,-1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,499334,PRO,the gains from free trade outweigh any losses,the gains from free trade outweigh any losses,articles/t985/raw_3320.txt,27310,27355,articles/t985/clean_3320.txt,23425,23470,yes,free trade,15.0,25.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,499335,PRO,the benefits of free trade outweigh the losses,the benefits of free trade outweigh the losses,articles/t985/raw_3320.txt,27848,27894,articles/t985/clean_3320.txt,23850,23896,yes,free trade,16.0,26.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,499336,CON,most of the world's major economies are resorting to protectionist measures as the global economic slowdown begins to bite,most of the world's major economies are resorting to protectionist measures as the global economic slowdown begins to bite,articles/t985/raw_3320.txt,33749,33871,articles/t985/clean_3320.txt,28257,28379,yes,protectionist measures,53.0,75.0,1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,832245,PRO,"by trying to maximize their own gains in a free market, individual ambition benefits society","by trying to maximize their own gains in a free market, individual ambition benefits society",articles/t985/raw_3323.txt,789,881,articles/t985/clean_3323.txt,326,418,yes,individual ambition,56.0,75.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,832247,PRO,it is competition between buyers and sellers that channels the profit motive of individuals on both sides of the transaction such that improved products are produced and at lower costs,it is competition between buyers and sellers that channels the profit motive of individuals on both sides of the transaction such that improved products are produced and at lower costs,articles/t985/raw_3323.txt,1560,1744,articles/t985/clean_3323.txt,971,1155,yes,competition between buyers and sellers,6.0,44.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,832248,PRO,individual self-interest operating in a competitive market place produces the unique conditions under which a society’s total utility is maximized,individual self-interest operating in a competitive market place produces the unique conditions under which a society’s total utility is maximized,articles/t985/raw_3323.txt,14922,15068,articles/t985/clean_3323.txt,12423,12569,yes,individual self-interest operating in a competitive market place,0.0,64.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,832249,CON,"free markets, by themselves, often do not lead to what is best","free markets, by themselves, often do not lead to what is best",articles/t985/raw_3323.txt,28015,28077,articles/t985/clean_3323.txt,22262,22324,yes,"free markets, by themselves",0.0,27.0,-1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,832250,CON,some regulation is required to make markets work,some regulation is required to make markets work,articles/t985/raw_3323.txt,29047,29095,articles/t985/clean_3323.txt,23293,23341,yes,some regulation,0.0,15.0,1.0,-1.0
985,train,This house would unleash the free market,unleash the free market,1,832251,PRO,competitive markets do a good job allocating resources,competitive markets do a good job allocating resources,articles/t985/raw_3323.txt,31679,31733,articles/t985/clean_3323.txt,25567,25621,yes,competitive markets,0.0,19.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,824181,PRO,free trade will make society more prosperous,free trade will make society more prosperous,articles/t985/raw_3321.txt,804,848,articles/t985/clean_3321.txt,653,697,yes,free trade,0.0,10.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,824182,PRO,free trade increases the global level of output,free trade increases the global level of output,articles/t985/raw_3321.txt,1325,1405,articles/t985/clean_3321.txt,1006,1053,yes,free trade,0.0,10.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,824183,PRO,the absolute quantity of goods and services produced is highest under free trade,the absolute quantity of goods and services produced is highest under free trade,articles/t985/raw_3321.txt,1892,1972,articles/t985/clean_3321.txt,1473,1553,yes,free trade,70.0,80.0,1.0,1.0
985,train,This house would unleash the free market,unleash the free market,1,824184,PRO,Laissez-faire economic politics and parties permit faster growth,"laissez-faire economic politics and parties, which permit faster growth",articles/t985/raw_3321.txt,2266,2341,articles/t985/clean_3321.txt,1807,1878,yes,Laissez-faire economic politics and parties,0.0,43.0,1.0,1.0
